"","X","POVI","Date","HR","Tb_predict","Tb_obs"
"530",530,"POVI_16","2019-02-14",11,30.1,27
"531",531,"POVI_16","2019-02-14",12,31.7,29
"532",532,"POVI_16","2019-02-14",13,32.9,30
"533",533,"POVI_16","2019-02-14",14,33.7,30.5
"534",534,"POVI_16","2019-02-14",15,34.3,31.5
"535",535,"POVI_16","2019-02-14",16,33.9,32.5
"536",536,"POVI_16","2019-02-14",17,34.8,32.5
"537",537,"POVI_16","2019-02-14",18,33.5,33.5
"538",538,"POVI_16","2019-02-14",19,31.7,32.5
"539",539,"POVI_16","2019-02-14",20,29.8,31
"540",540,"POVI_16","2019-02-14",21,27.7,29.5
"541",541,"POVI_16","2019-02-14",22,26.3,28
"542",542,"POVI_16","2019-02-14",23,24.8,26.5
"543",543,"POVI_16","2019-02-15",0,23.8,25
"544",544,"POVI_16","2019-02-15",1,23.2,24
"545",545,"POVI_16","2019-02-15",2,22.4,23.5
"546",546,"POVI_16","2019-02-15",3,21.7,22.5
"547",547,"POVI_16","2019-02-15",4,21.1,22
"548",548,"POVI_16","2019-02-15",5,20.4,21.5
"549",549,"POVI_16","2019-02-15",6,20.1,21
"550",550,"POVI_16","2019-02-15",7,22.9,20.5
"551",551,"POVI_16","2019-02-15",8,26.6,22
"552",552,"POVI_16","2019-02-15",9,35.4,25
"553",553,"POVI_16","2019-02-15",10,32.1,33
"554",554,"POVI_16","2019-02-15",11,31.6,30.5
"555",555,"POVI_16","2019-02-15",12,31.9,30
"556",556,"POVI_16","2019-02-15",13,32.4,30
"557",557,"POVI_16","2019-02-15",14,33.2,30.5
"558",558,"POVI_16","2019-02-15",15,33.5,31
"559",559,"POVI_16","2019-02-15",16,36.6,31.5
"560",560,"POVI_16","2019-02-15",17,39.9,34.5
"561",561,"POVI_16","2019-02-15",18,37.9,38.5
"562",562,"POVI_16","2019-02-15",19,35.5,36.5
"563",563,"POVI_16","2019-02-15",20,34.5,34.5
"564",564,"POVI_16","2019-02-15",21,33.3,33
"565",565,"POVI_16","2019-02-15",22,32.4,32
"566",566,"POVI_16","2019-02-15",23,31.9,31.5
"567",567,"POVI_16","2019-02-16",0,31.4,31
"568",568,"POVI_16","2019-02-16",1,31,30.5
"569",569,"POVI_16","2019-02-16",2,29.6,30
"570",570,"POVI_16","2019-02-16",3,27.8,28.5
"571",571,"POVI_16","2019-02-16",4,27.2,27
"572",572,"POVI_16","2019-02-16",5,27.7,26.5
"573",573,"POVI_16","2019-02-16",6,29.3,26.5
"574",574,"POVI_16","2019-02-16",7,33.9,28.5
"575",575,"POVI_16","2019-02-16",8,35.6,31.5
"576",576,"POVI_16","2019-02-16",9,37,34.5
"577",577,"POVI_16","2019-02-16",10,35.3,35
"578",578,"POVI_16","2019-02-16",11,35.1,34
"579",579,"POVI_16","2019-02-16",12,35.1,33.5
"580",580,"POVI_16","2019-02-16",13,35.6,33.5
"581",581,"POVI_16","2019-02-16",14,36.9,34
"582",582,"POVI_16","2019-02-16",15,37.9,34.5
"583",583,"POVI_16","2019-02-16",16,39.7,36.5
"584",584,"POVI_16","2019-02-16",17,38.9,38
"585",585,"POVI_16","2019-02-16",18,36.8,37
"586",586,"POVI_16","2019-02-16",19,35.1,35.5
"587",587,"POVI_16","2019-02-16",20,34.6,33.5
"588",588,"POVI_16","2019-02-16",21,33.1,33
"589",589,"POVI_16","2019-02-16",22,31.3,32
"590",590,"POVI_16","2019-02-16",23,29.2,30
"591",591,"POVI_16","2019-02-17",0,28.2,28.5
"592",592,"POVI_16","2019-02-17",1,27.8,27.5
"593",593,"POVI_16","2019-02-17",2,29.2,27
"594",594,"POVI_16","2019-02-17",3,29.7,28
"595",595,"POVI_16","2019-02-17",4,28.1,28.5
"596",596,"POVI_16","2019-02-17",5,25.9,27
"597",597,"POVI_16","2019-02-17",6,27.5,25.5
"598",598,"POVI_16","2019-02-17",7,32.4,27
"599",599,"POVI_16","2019-02-17",8,34.7,30.5
"600",600,"POVI_16","2019-02-17",9,36.8,33.5
"601",601,"POVI_16","2019-02-17",10,36.7,35
"602",602,"POVI_16","2019-02-17",11,38.2,35
"603",603,"POVI_16","2019-02-17",12,39.4,36
"604",604,"POVI_16","2019-02-17",13,40.1,36
"605",605,"POVI_16","2019-02-17",14,39.9,36.5
"606",606,"POVI_16","2019-02-17",15,39.9,36.5
"607",607,"POVI_16","2019-02-17",16,40.6,37
"608",608,"POVI_16","2019-02-17",17,37.2,37.5
"609",609,"POVI_16","2019-02-17",18,36.5,36
"610",610,"POVI_16","2019-02-17",19,33.2,35
"611",611,"POVI_16","2019-02-17",20,32.5,32.5
"612",612,"POVI_16","2019-02-17",21,31,31.5
"613",613,"POVI_16","2019-02-17",22,28.9,30
"614",614,"POVI_16","2019-02-17",23,27.1,28.5
"615",615,"POVI_16","2019-02-18",0,25.5,26.5
"616",616,"POVI_16","2019-02-18",1,25.6,25
"617",617,"POVI_16","2019-02-18",2,24.7,25
"618",618,"POVI_16","2019-02-18",3,24.1,24
"619",619,"POVI_16","2019-02-18",4,23.5,23.5
"620",620,"POVI_16","2019-02-18",5,23.5,23
"621",621,"POVI_16","2019-02-18",6,26,22.5
"622",622,"POVI_16","2019-02-18",7,32.9,25.5
"623",623,"POVI_16","2019-02-18",8,36.2,31.5
"624",624,"POVI_16","2019-02-18",9,37.2,36
"625",625,"POVI_16","2019-02-18",10,37.8,35.5
"626",626,"POVI_16","2019-02-18",11,38.6,36
"627",627,"POVI_16","2019-02-18",12,39.5,36
"628",628,"POVI_16","2019-02-18",13,39.9,37
"629",629,"POVI_16","2019-02-18",14,40.1,37
"630",630,"POVI_16","2019-02-18",15,40.9,37
"631",631,"POVI_16","2019-02-18",16,40.3,37.5
"632",632,"POVI_16","2019-02-18",17,40.4,37.5
"633",633,"POVI_16","2019-02-18",18,40.4,38.5
"634",634,"POVI_16","2019-02-18",19,37.7,39
"635",635,"POVI_16","2019-02-18",20,34.1,36.5
"636",636,"POVI_16","2019-02-18",21,32.6,33.5
"637",637,"POVI_16","2019-02-18",22,31.1,31.5
"638",638,"POVI_16","2019-02-18",23,29.9,30
"639",639,"POVI_16","2019-02-19",0,30.9,29.5
"640",640,"POVI_16","2019-02-19",1,29.6,30
"641",641,"POVI_16","2019-02-19",2,28.6,29
"642",642,"POVI_16","2019-02-19",3,27.3,28
"643",643,"POVI_16","2019-02-19",4,27.7,26.5
"644",644,"POVI_16","2019-02-19",5,26.4,27
"645",645,"POVI_16","2019-02-19",6,30,25.5
"646",646,"POVI_16","2019-02-19",7,34.6,28.5
"647",647,"POVI_16","2019-02-19",8,35.1,33
"648",648,"POVI_16","2019-02-19",9,36.4,34
"649",649,"POVI_16","2019-02-19",10,37.6,34.5
"650",650,"POVI_16","2019-02-19",11,39.4,35
"651",651,"POVI_16","2019-02-19",12,40.8,36
"652",652,"POVI_16","2019-02-19",13,42.4,36.5
"653",653,"POVI_16","2019-02-19",14,43,37.5
"654",654,"POVI_16","2019-02-19",15,43,38
"655",655,"POVI_16","2019-02-19",16,42.8,38.5
"656",656,"POVI_16","2019-02-19",17,42,38.5
"657",657,"POVI_16","2019-02-19",18,39.2,39.5
"658",658,"POVI_16","2019-02-19",19,36.4,38.5
"659",659,"POVI_16","2019-02-19",20,34.8,35.5
"660",660,"POVI_16","2019-02-19",21,33.4,34
"661",661,"POVI_16","2019-02-19",22,31.9,32.5
"662",662,"POVI_16","2019-02-19",23,30.1,31
"663",663,"POVI_16","2019-02-20",0,28.8,29.5
"664",664,"POVI_16","2019-02-20",1,27.1,28
"665",665,"POVI_16","2019-02-20",2,25.3,26.5
"666",666,"POVI_16","2019-02-20",3,24.6,25
"667",667,"POVI_16","2019-02-20",4,23.9,24
"668",668,"POVI_16","2019-02-20",5,23.1,23.5
"669",669,"POVI_16","2019-02-20",6,25.5,22.5
"670",670,"POVI_16","2019-02-20",7,28.9,24
"671",671,"POVI_16","2019-02-20",8,31.3,27.5
"672",672,"POVI_16","2019-02-20",9,34.5,31
"673",673,"POVI_16","2019-02-20",10,34.3,33.5
"674",674,"POVI_16","2019-02-20",11,35.9,33
"675",675,"POVI_16","2019-02-20",12,37.2,34
"676",676,"POVI_16","2019-02-20",13,38.4,35
"677",677,"POVI_16","2019-02-20",14,39.9,35.5
"678",678,"POVI_16","2019-02-20",15,39.8,36.5
"679",679,"POVI_16","2019-02-20",16,39.5,36.5
"680",680,"POVI_16","2019-02-20",17,38.3,36.5
"681",681,"POVI_16","2019-02-20",18,33.2,36.5
"682",682,"POVI_16","2019-02-20",19,28,32.5
"683",683,"POVI_16","2019-02-20",20,24.8,28
"684",684,"POVI_16","2019-02-20",21,23.4,25
"685",685,"POVI_16","2019-02-20",22,23.2,23.5
"686",686,"POVI_16","2019-02-20",23,22.7,23
"687",687,"POVI_16","2019-02-21",0,22,23
"688",688,"POVI_16","2019-02-21",1,21.8,22
"689",689,"POVI_16","2019-02-21",2,21.2,22
"690",690,"POVI_16","2019-02-21",3,20.4,21.5
"691",691,"POVI_16","2019-02-21",4,20.3,21
"692",692,"POVI_16","2019-02-21",5,19.2,20.5
"693",693,"POVI_16","2019-02-21",6,24.4,19.5
"694",694,"POVI_16","2019-02-21",7,31,24.5
"695",695,"POVI_16","2019-02-21",8,31.7,30
"696",696,"POVI_16","2019-02-21",9,31.4,30
"697",697,"POVI_16","2019-02-21",10,32.7,30.5
"698",698,"POVI_16","2019-02-21",11,34.4,31.5
"699",699,"POVI_16","2019-02-21",12,36.1,32.5
"700",700,"POVI_16","2019-02-21",13,37.6,33.5
"701",701,"POVI_16","2019-02-21",14,38.9,34.5
"702",702,"POVI_16","2019-02-21",15,39.5,36
"703",703,"POVI_16","2019-02-21",16,39.9,36
"704",704,"POVI_16","2019-02-21",17,36.5,38
"705",705,"POVI_16","2019-02-21",18,33.8,35.5
"706",706,"POVI_16","2019-02-21",19,31,32.5
"707",707,"POVI_16","2019-02-21",20,28.5,30.5
"708",708,"POVI_16","2019-02-21",21,27,27.5
"709",709,"POVI_16","2019-02-21",22,27,26.5
"710",710,"POVI_16","2019-02-21",23,26.6,26
"711",711,"POVI_16","2019-02-22",0,26.6,26
"712",712,"POVI_16","2019-02-22",1,25.7,26
"713",713,"POVI_16","2019-02-22",2,25.9,25
"714",714,"POVI_16","2019-02-22",3,26,25.5
"715",715,"POVI_16","2019-02-22",4,25.8,25.5
"716",716,"POVI_16","2019-02-22",5,26.5,25
"717",717,"POVI_16","2019-02-22",6,28.1,26
"718",718,"POVI_16","2019-02-22",7,32.6,27
"719",719,"POVI_16","2019-02-22",8,32.3,30.5
"720",720,"POVI_16","2019-02-22",9,34,30.5
"721",721,"POVI_16","2019-02-22",10,36.5,32
"722",722,"POVI_16","2019-02-22",11,37.3,34.5
"723",723,"POVI_16","2019-02-22",12,38.3,35.5
"724",724,"POVI_16","2019-02-22",13,38.1,36
"725",725,"POVI_16","2019-02-22",14,38.4,36
"726",726,"POVI_16","2019-02-22",15,38.8,36.5
"727",727,"POVI_16","2019-02-22",16,37.8,36.5
"728",728,"POVI_16","2019-02-22",17,37.6,36.5
"729",729,"POVI_16","2019-02-22",18,34.7,36.5
"730",730,"POVI_16","2019-02-22",19,32.7,33.5
"731",731,"POVI_16","2019-02-22",20,31.8,31.5
"732",732,"POVI_16","2019-02-22",21,30.3,30.5
"733",733,"POVI_16","2019-02-22",22,29.7,29.5
"734",734,"POVI_16","2019-02-22",23,29.4,29
"735",735,"POVI_16","2019-02-23",0,28.8,28.5
"736",736,"POVI_16","2019-02-23",1,27.3,27.5
"737",737,"POVI_16","2019-02-23",2,26.4,26.5
"738",738,"POVI_16","2019-02-23",3,25.1,25.5
"739",739,"POVI_16","2019-02-23",4,24.1,24.5
"740",740,"POVI_16","2019-02-23",5,22.9,23.5
"741",741,"POVI_16","2019-02-23",6,26.1,22
"742",742,"POVI_16","2019-02-23",7,31.5,26
"743",743,"POVI_16","2019-02-23",8,34.3,30.5
"744",744,"POVI_16","2019-02-23",9,31.6,30
"745",745,"POVI_16","2019-02-23",10,35.9,31.5
"746",746,"POVI_16","2019-02-23",11,33.3,35.5
"747",747,"POVI_16","2019-02-23",12,34.7,33
"748",748,"POVI_16","2019-02-23",13,34.8,33
"749",749,"POVI_16","2019-02-23",14,35.1,33.5
"750",750,"POVI_16","2019-02-23",15,35.6,34
"751",751,"POVI_16","2019-02-23",16,35.3,34
"752",752,"POVI_16","2019-02-23",17,34.5,33.5
"753",753,"POVI_16","2019-02-23",18,33,33
"754",754,"POVI_16","2019-02-23",19,30.6,31.5
"755",755,"POVI_16","2019-02-23",20,29.2,30.5
"756",756,"POVI_16","2019-02-23",21,27.7,29
"757",757,"POVI_16","2019-02-23",22,26.5,28
"758",758,"POVI_16","2019-02-23",23,24.8,27
"759",759,"POVI_16","2019-02-24",0,25.1,26
"760",760,"POVI_16","2019-02-24",1,25.6,25.5
"761",761,"POVI_16","2019-02-24",2,25.6,25.5
"762",762,"POVI_16","2019-02-24",3,25.1,25.5
"763",763,"POVI_16","2019-02-24",4,24.2,25
"764",764,"POVI_16","2019-02-24",5,23.3,24.5
"765",765,"POVI_16","2019-02-24",6,27.8,23
"766",766,"POVI_16","2019-02-24",7,33.8,27
"767",767,"POVI_16","2019-02-24",8,35.8,32.5
"768",768,"POVI_16","2019-02-24",9,34.6,32
"769",769,"POVI_16","2019-02-24",10,33.9,32
"770",770,"POVI_16","2019-02-24",11,35.1,32.5
"771",771,"POVI_16","2019-02-24",12,37.2,34
"772",772,"POVI_16","2019-02-24",13,36.5,35.5
"773",773,"POVI_16","2019-02-24",14,36.6,35
"774",774,"POVI_16","2019-02-24",15,38,35.5
"775",775,"POVI_16","2019-02-24",16,36.7,38
"776",776,"POVI_16","2019-02-24",17,35.3,34.5
"777",777,"POVI_16","2019-02-24",18,33,33.5
"778",778,"POVI_16","2019-02-24",19,30.5,31.5
"779",779,"POVI_16","2019-02-24",20,29.2,30
"780",780,"POVI_16","2019-02-24",21,27.1,28.5
"781",781,"POVI_16","2019-02-24",22,25.8,26.5
"782",782,"POVI_16","2019-02-24",23,26,25.5
"783",783,"POVI_16","2019-02-25",0,25.5,25.5
"784",784,"POVI_16","2019-02-25",1,24.2,25
"785",785,"POVI_16","2019-02-25",2,23.5,24
"786",786,"POVI_16","2019-02-25",3,23.3,23.5
"787",787,"POVI_16","2019-02-25",4,22.2,23
"788",788,"POVI_16","2019-02-25",5,21.4,22
"789",789,"POVI_16","2019-02-25",6,25.1,21.5
"790",790,"POVI_16","2019-02-25",7,32.6,25.5
"791",791,"POVI_16","2019-02-25",8,32.1,30.5
"792",792,"POVI_16","2019-02-25",9,35.5,32
"793",793,"POVI_16","2019-02-25",10,33.9,34
"794",794,"POVI_16","2019-02-25",11,35.5,32.5
"795",795,"POVI_16","2019-02-25",12,37.5,34
"796",796,"POVI_16","2019-02-25",13,38.7,36
"797",797,"POVI_16","2019-02-25",14,37.4,37
"798",798,"POVI_16","2019-02-25",15,37.3,35.5
"799",799,"POVI_16","2019-02-25",16,37,35.5
"800",800,"POVI_16","2019-02-25",17,36.1,35.5
"801",801,"POVI_16","2019-02-25",18,34.3,34.5
"802",802,"POVI_16","2019-02-25",19,32.5,33
"803",803,"POVI_16","2019-02-25",20,31.6,31
"804",804,"POVI_16","2019-02-25",21,30.4,30
"805",805,"POVI_16","2019-02-25",22,29.7,29.5
"806",806,"POVI_16","2019-02-25",23,29.1,28.5
"807",807,"POVI_16","2019-02-26",0,28.2,28
"808",808,"POVI_16","2019-02-26",1,27.6,27.5
"809",809,"POVI_16","2019-02-26",2,26.5,26.5
"810",810,"POVI_16","2019-02-26",3,25.2,25.5
"811",811,"POVI_16","2019-02-26",4,23.9,24.5
"812",812,"POVI_16","2019-02-26",5,23.5,23.5
"813",813,"POVI_16","2019-02-26",6,27.4,23
"814",814,"POVI_16","2019-02-26",7,31.6,26.5
"815",815,"POVI_16","2019-02-26",8,36.8,29.5
"816",816,"POVI_16","2019-02-26",9,37.1,34.5
"817",817,"POVI_16","2019-02-26",10,36.9,34.5
"818",818,"POVI_16","2019-02-26",11,37.1,35
"819",819,"POVI_16","2019-02-26",12,36.8,35.5
"820",820,"POVI_16","2019-02-26",13,38.4,36
"821",821,"POVI_16","2019-02-26",14,39.5,37.5
"822",822,"POVI_16","2019-02-26",15,39.4,39
"823",823,"POVI_16","2019-02-26",16,37.4,38
"824",824,"POVI_16","2019-02-26",17,35.9,36
"825",825,"POVI_16","2019-02-26",18,34.2,34.5
"826",826,"POVI_16","2019-02-26",19,32.6,33
"827",827,"POVI_16","2019-02-26",20,31.9,31.5
"828",828,"POVI_16","2019-02-26",21,31.2,30.5
"829",829,"POVI_16","2019-02-26",22,30.4,30
"830",830,"POVI_16","2019-02-26",23,29.6,29.5
"831",831,"POVI_16","2019-02-27",0,29.2,28.5
"832",832,"POVI_16","2019-02-27",1,28.1,28
"833",833,"POVI_16","2019-02-27",2,27.2,27
"834",834,"POVI_16","2019-02-27",3,26.2,26
"835",835,"POVI_16","2019-02-27",4,25.6,25.5
"836",836,"POVI_16","2019-02-27",5,25,24.5
"837",837,"POVI_16","2019-02-27",6,25.9,24
"838",838,"POVI_16","2019-02-27",7,27.4,24.5
"839",839,"POVI_16","2019-02-27",8,32.7,26.5
"840",840,"POVI_16","2019-02-27",9,35.3,31
"841",841,"POVI_16","2019-02-27",10,37.3,33.5
"842",842,"POVI_16","2019-02-27",11,37.9,35.5
"843",843,"POVI_16","2019-02-27",12,39.5,36
"844",844,"POVI_16","2019-02-27",13,39.3,37.5
"845",845,"POVI_16","2019-02-27",14,40.3,37.5
"846",846,"POVI_16","2019-02-27",15,39.3,38
"847",847,"POVI_16","2019-02-27",16,37.5,37.5
"848",848,"POVI_16","2019-02-27",17,36.9,36.5
"849",849,"POVI_16","2019-02-27",18,34.3,35.5
"850",850,"POVI_16","2019-02-27",19,32.4,33
"851",851,"POVI_16","2019-02-27",20,30.7,31.5
"852",852,"POVI_16","2019-02-27",21,29.3,30
"853",853,"POVI_16","2019-02-27",22,29.3,29
"854",854,"POVI_16","2019-02-27",23,29,28.5
"855",855,"POVI_16","2019-02-28",0,28.2,28
"856",856,"POVI_16","2019-02-28",1,27.6,28
"857",857,"POVI_16","2019-02-28",2,26.5,27
"858",858,"POVI_16","2019-02-28",3,23.8,26
"859",859,"POVI_16","2019-02-28",4,22,24
"860",860,"POVI_16","2019-02-28",5,23.1,22.5
"861",861,"POVI_16","2019-02-28",6,26.6,23
"862",862,"POVI_16","2019-02-28",7,35,25.5
"863",863,"POVI_16","2019-02-28",8,33.8,33.5
"864",864,"POVI_16","2019-02-28",9,34.7,34
"865",865,"POVI_16","2019-02-28",10,36.2,32.5
"866",866,"POVI_16","2019-02-28",11,37.7,34
"867",867,"POVI_16","2019-02-28",12,38.1,36
"868",868,"POVI_16","2019-02-28",13,37.2,36
"869",869,"POVI_16","2019-02-28",14,36.9,35.5
"870",870,"POVI_16","2019-02-28",15,37.4,35
"871",871,"POVI_16","2019-02-28",16,36.3,35.5
"872",872,"POVI_16","2019-02-28",17,34.6,34.5
"873",873,"POVI_16","2019-02-28",18,32.9,33
"874",874,"POVI_16","2019-02-28",19,30.8,32
"875",875,"POVI_16","2019-02-28",20,30.2,30
"876",876,"POVI_16","2019-02-28",21,29.3,29
"877",877,"POVI_16","2019-02-28",22,28.6,28.5
"878",878,"POVI_16","2019-02-28",23,27.4,28
"879",879,"POVI_16","2019-03-01",0,26.3,27
"880",880,"POVI_16","2019-03-01",1,24.5,25.5
"881",881,"POVI_16","2019-03-01",2,23.4,24
"882",882,"POVI_16","2019-03-01",3,22.8,23
"883",883,"POVI_16","2019-03-01",4,21.4,22.5
"884",884,"POVI_16","2019-03-01",5,20.8,21.5
"885",885,"POVI_16","2019-03-01",6,25.1,21
"886",886,"POVI_16","2019-03-01",7,32.4,25.5
"887",887,"POVI_16","2019-03-01",8,32.4,32
"888",888,"POVI_16","2019-03-01",9,35.5,33.5
"889",889,"POVI_16","2019-03-01",10,40.5,35.5
"890",890,"POVI_16","2019-03-01",11,40.7,38.5
"891",891,"POVI_16","2019-03-01",12,40.2,38.5
"892",892,"POVI_16","2019-03-01",13,38.9,37.5
"893",893,"POVI_16","2019-03-01",14,37,36.5
"894",894,"POVI_16","2019-03-01",15,36,35
"895",895,"POVI_16","2019-03-01",16,35.9,35
"896",896,"POVI_16","2019-03-01",17,34.3,34
"897",897,"POVI_16","2019-03-01",18,32.9,33
"898",898,"POVI_16","2019-03-01",19,30.3,31.5
"899",899,"POVI_16","2019-03-01",20,28.4,30
"900",900,"POVI_16","2019-03-01",21,26.6,28.5
"901",901,"POVI_16","2019-03-01",22,26.1,27
"902",902,"POVI_16","2019-03-01",23,24.9,26
"903",903,"POVI_16","2019-03-02",0,23.5,25
"904",904,"POVI_16","2019-03-02",1,23.7,24
"905",905,"POVI_16","2019-03-02",2,23.4,23.5
"906",906,"POVI_16","2019-03-02",3,22.3,23.5
"907",907,"POVI_16","2019-03-02",4,22.3,22.5
"908",908,"POVI_16","2019-03-02",5,22.1,22
"909",909,"POVI_16","2019-03-02",6,24.9,22
"910",910,"POVI_16","2019-03-02",7,35.3,24.5
"911",911,"POVI_16","2019-03-02",8,33.9,33.5
"912",912,"POVI_16","2019-03-02",9,36.4,32
"913",913,"POVI_16","2019-03-02",10,34.4,33.5
"914",914,"POVI_16","2019-03-02",11,36,33
"915",915,"POVI_16","2019-03-02",12,36.5,35
"916",916,"POVI_16","2019-03-02",13,37.4,35
"917",917,"POVI_16","2019-03-02",14,36.4,35.5
"918",918,"POVI_16","2019-03-02",15,35.5,35
"919",919,"POVI_16","2019-03-02",16,35.2,34.5
"920",920,"POVI_16","2019-03-02",17,34.4,34.5
"921",921,"POVI_16","2019-03-02",18,32.7,33
"922",922,"POVI_16","2019-03-02",19,31.1,31.5
"923",923,"POVI_16","2019-03-02",20,29.5,30
"924",924,"POVI_16","2019-03-02",21,28.2,28.5
"925",925,"POVI_16","2019-03-02",22,27.4,27
"926",926,"POVI_16","2019-03-02",23,26.7,26.5
"927",927,"POVI_16","2019-03-03",0,26.2,25.5
"928",928,"POVI_16","2019-03-03",1,26.2,25
"929",929,"POVI_16","2019-03-03",2,26.6,25.5
"930",930,"POVI_16","2019-03-03",3,25.9,25.5
"931",931,"POVI_16","2019-03-03",4,25.6,25
"932",932,"POVI_16","2019-03-03",5,24.8,24.5
"933",933,"POVI_16","2019-03-03",6,25.6,24
"934",934,"POVI_16","2019-03-03",7,32.9,25
"935",935,"POVI_16","2019-03-03",8,36.3,31
"936",936,"POVI_16","2019-03-03",9,34,33.5
"937",937,"POVI_16","2019-03-03",10,36.7,32
"938",938,"POVI_16","2019-03-03",11,35.8,34
"939",939,"POVI_16","2019-03-03",12,37,33.5
"940",940,"POVI_16","2019-03-03",13,36.9,35.5
"941",941,"POVI_16","2019-03-03",14,37.4,35.5
"942",942,"POVI_16","2019-03-03",15,37.5,36
"943",943,"POVI_16","2019-03-03",16,37.4,36
"944",944,"POVI_16","2019-03-03",17,36.3,36
"945",945,"POVI_16","2019-03-03",18,33.1,34.5
"946",946,"POVI_16","2019-03-03",19,31.7,32
"947",947,"POVI_16","2019-03-03",20,30.9,30.5
"948",948,"POVI_16","2019-03-03",21,29.8,29.5
"949",949,"POVI_16","2019-03-03",22,28,29
"950",950,"POVI_16","2019-03-03",23,26.4,27
"951",951,"POVI_16","2019-03-04",0,24.9,25.5
"952",952,"POVI_16","2019-03-04",1,23.3,24.5
"953",953,"POVI_16","2019-03-04",2,20.9,23
"954",954,"POVI_16","2019-03-04",3,21.6,21.5
"955",955,"POVI_16","2019-03-04",4,24.3,21
"956",956,"POVI_16","2019-03-04",5,23.4,23
"957",957,"POVI_16","2019-03-04",6,22.9,22.5
"958",958,"POVI_16","2019-03-04",7,28.8,22.5
"959",959,"POVI_16","2019-03-04",8,32.5,NA
"960",960,"POVI_16","2019-03-04",9,34.9,NA
"961",961,"POVI_16","2019-03-04",10,36,NA
"962",962,"POVI_16","2019-03-04",11,37.4,NA
"963",963,"POVI_16","2019-03-04",12,39.9,NA
"964",964,"POVI_16","2019-03-04",13,37.3,NA
"965",965,"POVI_16","2019-03-04",14,38.1,NA
"966",966,"POVI_16","2019-03-04",15,38.2,NA
"967",967,"POVI_16","2019-03-04",16,37.4,NA
"968",968,"POVI_16","2019-03-04",17,36.7,NA
"969",969,"POVI_16","2019-03-04",18,34.2,NA
"970",970,"POVI_16","2019-03-04",19,32.2,NA
"971",971,"POVI_16","2019-03-04",20,30.9,NA
"972",972,"POVI_16","2019-03-04",21,29.2,NA
"973",973,"POVI_16","2019-03-04",22,27.7,NA
"974",974,"POVI_16","2019-03-04",23,26.2,NA
"975",975,"POVI_16","2019-03-05",0,25.8,NA
"976",976,"POVI_16","2019-03-05",1,23.9,NA
"977",977,"POVI_16","2019-03-05",2,22.6,NA
"978",978,"POVI_16","2019-03-05",3,21.5,NA
"979",979,"POVI_16","2019-03-05",4,20.6,NA
"980",980,"POVI_16","2019-03-05",5,20.7,NA
"981",981,"POVI_16","2019-03-05",6,25.8,NA
"982",982,"POVI_16","2019-03-05",7,34.1,NA
"983",983,"POVI_16","2019-03-05",8,32.5,NA
"984",984,"POVI_16","2019-03-05",9,34.9,NA
"985",985,"POVI_16","2019-03-05",10,38.5,NA
"986",986,"POVI_16","2019-03-05",11,38.8,NA
"987",987,"POVI_16","2019-03-05",12,40,NA
"988",988,"POVI_16","2019-03-05",13,40.5,NA
"989",989,"POVI_16","2019-03-05",14,39,NA
"990",990,"POVI_16","2019-03-05",15,38.3,NA
"991",991,"POVI_16","2019-03-05",16,38.7,NA
"992",992,"POVI_16","2019-03-05",17,38.4,NA
"993",993,"POVI_16","2019-03-05",18,34.7,NA
"994",994,"POVI_16","2019-03-05",19,32.1,NA
"995",995,"POVI_16","2019-03-05",20,30,NA
"996",996,"POVI_16","2019-03-05",21,27,NA
"997",997,"POVI_16","2019-03-05",22,25.8,NA
"998",998,"POVI_16","2019-03-05",23,24.7,NA
"999",999,"POVI_16","2019-03-06",0,25.1,NA
"1000",1000,"POVI_16","2019-03-06",1,25.9,NA
"1001",1001,"POVI_16","2019-03-06",2,24.1,NA
"1002",1002,"POVI_16","2019-03-06",3,22.8,NA
"1003",1003,"POVI_16","2019-03-06",4,22.3,NA
"1004",1004,"POVI_16","2019-03-06",5,20.6,NA
"1005",1005,"POVI_16","2019-03-06",6,26.3,NA
"1006",1006,"POVI_16","2019-03-06",7,31.2,NA
"1007",1007,"POVI_16","2019-03-06",8,37,NA
"1008",1008,"POVI_16","2019-03-06",9,38.4,NA
"1009",1009,"POVI_16","2019-03-06",10,39.3,NA
"1010",1010,"POVI_16","2019-03-06",11,40.2,NA
"1011",1011,"POVI_16","2019-03-06",12,40.8,NA
"1012",1012,"POVI_16","2019-03-06",13,38.1,NA
"1013",1013,"POVI_16","2019-03-06",14,37.3,NA
"1014",1014,"POVI_16","2019-03-06",15,37.7,NA
"1015",1015,"POVI_16","2019-03-06",16,38.4,NA
"1016",1016,"POVI_16","2019-03-06",17,38.6,NA
"1017",1017,"POVI_16","2019-03-06",18,37.5,NA
"1018",1018,"POVI_16","2019-03-06",19,34.5,NA
